listing_id,housing_program,county,estate,latitude,longitude,price_kes,bedrooms,property_type,schools_2km,hospitals_3km,transit_stops_1km
7624,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 20 Unit 1086,-1.290234,36.856383,2151914,1,apartment,27,6,6
7625,Coast affordable,Mombasa,Mombasa Bamburi — Block 20 Unit 219,-3.975093,39.721907,4140695,2,maisonette,17,5,6
7626,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 24 Unit 1682,-1.151268,36.961548,6966359,4,apartment,7,12,12
7627,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 27 Unit 131,-1.234275,36.905565,3629578,3,apartment,10,14,12
7628,Boma Yangu / AHP,Nairobi,Mukuru kwa Reuben — Block 5 Unit 451,-1.316556,36.890395,5582308,3,maisonette,41,20,29
7629,County affordable,Nakuru,Nakuru Pipeline — Block 25 Unit 621,-0.307679,36.063309,3963868,3,maisonette,16,5,11
7630,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 16 Unit 354,-1.438609,36.978327,3839843,2,apartment,20,6,6
7631,Boma Yangu / AHP,Machakos,Athi River Mavoko — Block 1 Unit 1951,-1.448697,36.976671,4970775,4,apartment,32,12,21
7632,Boma Yangu / AHP,Machakos,Syokimau Phase — Block 6 Unit 847,-1.345049,36.936711,2771122,1,apartment,30,15,26
7633,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 23 Unit 804,-1.103089,36.947084,5463089,3,maisonette,33,8,27
7634,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 6 Unit 630,-1.440583,36.973229,5007091,3,maisonette,22,5,10
7635,Boma Yangu / AHP,Nairobi,Mukuru kwa Reuben — Block 16 Unit 593,-1.311623,36.909253,2349065,2,apartment,39,18,10
7636,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 4 Unit 1429,-1.155189,37.002129,2532143,1,maisonette,43,15,18
7637,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 14 Unit 1917,-1.293487,36.859699,3799610,3,apartment,23,9,9
7638,County affordable,Kisumu,Kisumu Manyatta — Block 23 Unit 1195,-0.12892,34.756362,4740713,3,maisonette,8,4,5
7639,Coast affordable,Mombasa,Mombasa Likoni — Block 21 Unit 2183,-4.096064,39.659211,2176385,1,maisonette,18,10,7
7640,Coast affordable,Mombasa,Mombasa Likoni — Block 24 Unit 787,-4.102665,39.660441,3732581,2,apartment,12,2,12
7641,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 5 Unit 1160,-1.308201,36.893508,3312930,3,apartment,14,22,27
7642,County affordable,Uasin Gishu,Eldoret Langas — Block 11 Unit 1068,0.48264,35.247521,3958283,2,apartment,18,5,13
7643,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 25 Unit 224,-1.45656,36.951029,4300060,2,apartment,23,2,7
7644,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 20 Unit 2068,-1.320326,36.900222,3259740,2,maisonette,23,17,23
7645,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 15 Unit 1423,-1.289587,36.86231,3944630,3,maisonette,33,5,22
7646,Private affordable,Kajiado,Ongata Rongai — Block 5 Unit 2150,-1.393337,36.761551,4644161,3,apartment,22,3,6
7647,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 6 Unit 1133,-1.134983,36.968882,4241503,3,apartment,6,4,8
7648,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 17 Unit 116,-1.285912,36.821673,4145413,4,maisonette,18,12,15
7649,Private affordable,Kajiado,Ongata Rongai — Block 6 Unit 1977,-1.393399,36.782618,6556414,4,apartment,8,3,5
7650,County affordable,Nakuru,Nakuru Pipeline — Block 3 Unit 1051,-0.282066,36.036186,3303502,3,apartment,27,11,7
7651,Boma Yangu / AHP,Machakos,Syokimau Phase — Block 18 Unit 412,-1.347372,36.948072,3961484,2,apartment,26,20,6
7652,Private affordable,Kajiado,Ongata Rongai — Block 14 Unit 1032,-1.403592,36.764923,5729349,3,apartment,28,8,3
7653,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 9 Unit 1432,-1.1451,36.992655,4193164,3,maisonette,16,17,24
7654,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 18 Unit 234,-1.151072,36.995077,5578185,3,maisonette,44,17,29
7655,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 15 Unit 1370,-1.27706,36.857748,3811743,3,maisonette,26,11,29
7656,Boma Yangu / AHP,Machakos,Athi River Mavoko — Block 8 Unit 713,-1.470623,36.995579,4647118,3,apartment,27,14,21
7657,Coast affordable,Mombasa,Mombasa Likoni — Block 15 Unit 1578,-4.102691,39.670046,4091118,3,apartment,7,2,2
7658,Boma Yangu / AHP,Machakos,Kangundo Road — Block 4 Unit 1134,-1.336922,37.004027,4105542,3,maisonette,37,14,24
7659,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 18 Unit 280,-1.320642,36.907327,2372907,2,maisonette,29,7,16
7660,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 24 Unit 847,-1.314216,36.891014,2786332,1,apartment,25,7,19
7661,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 19 Unit 1146,-1.306082,36.884545,2214751,1,apartment,26,4,20
7662,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 24 Unit 1141,-1.490011,36.945061,6749503,4,apartment,16,8,9
7663,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 16 Unit 1149,-1.443515,36.969676,3256500,1,maisonette,27,5,14
7664,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 16 Unit 2146,-1.317939,36.906438,3056599,3,apartment,43,21,16
7665,County affordable,Uasin Gishu,Eldoret Langas — Block 16 Unit 1487,0.492978,35.266441,2634410,2,apartment,14,3,8
7666,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 18 Unit 1535,-1.452851,36.976868,2294692,2,apartment,24,9,12
7667,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 11 Unit 1259,-1.134619,36.955168,3723846,2,apartment,9,5,12
7668,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 20 Unit 1565,-1.506908,36.947749,2270876,1,apartment,13,7,11
7669,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 26 Unit 1230,-1.148921,36.971576,1757338,1,maisonette,25,17,25
7670,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 14 Unit 661,-1.153637,36.992301,6621157,4,apartment,21,22,20
7671,Boma Yangu / AHP,Nairobi,Mukuru kwa Reuben — Block 12 Unit 1500,-1.311081,36.907718,5083683,3,apartment,33,6,24
7672,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 25 Unit 1804,-1.428342,36.977081,7071961,4,apartment,28,4,2
7673,County affordable,Nakuru,Nakuru Pipeline — Block 11 Unit 1938,-0.292501,36.057579,2787536,1,apartment,24,10,4
7674,County affordable,Kisumu,Kisumu Manyatta — Block 4 Unit 307,-0.12891,34.750998,1931879,1,maisonette,20,4,10
7675,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 15 Unit 982,-1.131275,36.939191,3927913,2,maisonette,26,20,15
7676,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 10 Unit 731,-1.283603,36.823543,5957273,4,apartment,15,13,21
7677,County affordable,Uasin Gishu,Eldoret Langas — Block 6 Unit 1309,0.490474,35.245626,4370049,4,maisonette,25,10,12
7678,County affordable,Uasin Gishu,Eldoret Langas — Block 23 Unit 852,0.493873,35.261467,3330496,3,maisonette,9,10,4
7679,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 6 Unit 1343,-1.430403,36.954983,5463864,3,maisonette,18,11,7
7680,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 11 Unit 1651,-1.169162,36.977831,3634435,2,apartment,28,21,17
7681,Boma Yangu / AHP,Machakos,Syokimau Phase — Block 25 Unit 237,-1.357117,36.944691,4073712,2,maisonette,42,15,19
7682,County affordable,Kisumu,Kisumu Manyatta — Block 10 Unit 563,-0.116724,34.757729,6699179,4,apartment,16,8,7
7683,Coast affordable,Mombasa,Mombasa Bamburi — Block 6 Unit 1885,-3.986416,39.716639,3562615,3,maisonette,16,9,5
7684,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 8 Unit 1796,-1.314489,36.907769,2558871,2,maisonette,34,17,24
7685,Private affordable,Kajiado,Ongata Rongai — Block 19 Unit 473,-1.411015,36.757874,4070170,3,maisonette,5,2,13
7686,County affordable,Kisumu,Kisumu Manyatta — Block 12 Unit 188,-0.108577,34.750744,3884638,3,apartment,7,3,5
7687,Boma Yangu / AHP,Nairobi,Mukuru kwa Reuben — Block 14 Unit 150,-1.30688,36.889148,4304719,3,maisonette,8,11,13
7688,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 15 Unit 1269,-1.306072,36.908546,3766816,4,apartment,9,10,6
7689,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 2 Unit 1447,-1.287622,36.815336,4429026,3,maisonette,42,15,26
7690,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 20 Unit 317,-1.109396,36.944148,5499828,3,apartment,8,6,10
7691,Coast affordable,Mombasa,Mombasa Bamburi — Block 7 Unit 1209,-3.996311,39.733761,3113042,2,apartment,15,6,5
7692,Private affordable,Kajiado,Ongata Rongai — Block 26 Unit 1674,-1.412419,36.765692,3128978,1,maisonette,27,10,6
7693,Boma Yangu / AHP,Machakos,Syokimau Phase — Block 19 Unit 705,-1.349555,36.953012,3980026,4,maisonette,38,4,18
7694,County affordable,Nakuru,Nakuru Pipeline — Block 3 Unit 1941,-0.298277,36.052767,2470898,2,apartment,27,4,10
7695,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 27 Unit 1509,-1.322217,36.892615,3925765,3,apartment,10,20,22
7696,County affordable,Nakuru,Nakuru Pipeline — Block 7 Unit 212,-0.297195,36.045398,5643853,3,apartment,26,3,9
7697,Private affordable,Kajiado,Ongata Rongai — Block 2 Unit 543,-1.394937,36.7447,3498498,3,maisonette,13,6,10
7698,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 9 Unit 1191,-1.231157,36.915681,4207851,4,maisonette,21,9,12
7699,Boma Yangu / AHP,Nairobi,Mukuru kwa Reuben — Block 2 Unit 1638,-1.306281,36.890217,3505186,2,maisonette,21,21,11
7700,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 14 Unit 1417,-1.17069,36.978692,4773749,3,maisonette,32,10,13
7701,Private affordable,Kajiado,Ongata Rongai — Block 19 Unit 1502,-1.402428,36.762647,4437046,4,maisonette,7,9,14
7702,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 10 Unit 1393,-1.457228,36.969869,2268869,1,maisonette,27,7,13
7703,Private affordable,Kajiado,Ongata Rongai — Block 18 Unit 881,-1.4156,36.771473,3627498,3,apartment,26,2,12
7704,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 19 Unit 563,-1.170317,36.973923,3538989,2,apartment,30,20,22
7705,Boma Yangu / AHP,Machakos,Kangundo Road — Block 11 Unit 2011,-1.337556,37.022427,7049403,4,apartment,40,7,8
7706,Boma Yangu / AHP,Machakos,Syokimau Phase — Block 20 Unit 1813,-1.370918,36.961003,4127192,3,apartment,9,12,15
7707,Coast affordable,Mombasa,Mombasa Likoni — Block 5 Unit 2157,-4.085408,39.655982,3154118,2,maisonette,16,8,8
7708,Boma Yangu / AHP,Machakos,Syokimau Phase — Block 22 Unit 1019,-1.354638,36.954133,3777484,3,apartment,26,8,13
7709,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 13 Unit 1431,-1.437637,36.980479,4062742,2,maisonette,23,12,5
7710,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 10 Unit 1951,-1.32723,36.895404,3442003,3,apartment,37,6,15
7711,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 17 Unit 1519,-1.184303,36.975995,6893650,4,apartment,42,4,11
7712,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 13 Unit 134,-1.207707,36.913229,4821027,3,apartment,9,16,21
7713,Boma Yangu / AHP,Machakos,Syokimau Phase — Block 15 Unit 1156,-1.349504,36.949751,3393445,2,maisonette,17,8,6
7714,Coast affordable,Mombasa,Mombasa Likoni — Block 26 Unit 878,-4.077306,39.658969,4073076,3,maisonette,10,6,10
7715,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 26 Unit 275,-1.282913,36.859085,3830806,2,apartment,29,22,19
7716,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 22 Unit 1238,-1.464283,36.962208,3420562,3,apartment,8,3,14
7717,County affordable,Kisumu,Kisumu Manyatta — Block 27 Unit 695,-0.130969,34.754177,5417211,3,apartment,21,6,2
7718,County affordable,Nakuru,Nakuru Pipeline — Block 10 Unit 919,-0.312604,36.043411,6689354,4,apartment,9,10,6
7719,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 18 Unit 1248,-1.434511,36.962288,5409765,3,apartment,6,11,2
7720,Boma Yangu / AHP,Nairobi,Mukuru kwa Reuben — Block 9 Unit 727,-1.318181,36.888163,3392412,3,apartment,26,4,12
7721,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 5 Unit 1584,-1.287225,36.834422,3506647,2,apartment,23,9,20
7722,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 22 Unit 1722,-1.486069,36.948694,3292743,3,maisonette,11,5,6
7723,Coast affordable,Mombasa,Mombasa Likoni — Block 9 Unit 1284,-4.102643,39.660105,2386344,1,maisonette,12,5,7
7724,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 11 Unit 1380,-1.271378,36.825342,6613302,4,apartment,36,14,21
7725,Coast affordable,Mombasa,Mombasa Bamburi — Block 10 Unit 1646,-3.972364,39.732981,6283745,4,maisonette,17,7,13
7726,County affordable,Kisumu,Kisumu Manyatta — Block 19 Unit 2163,-0.104988,34.756545,2831082,1,maisonette,9,5,7
7727,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 15 Unit 742,-1.278029,36.827654,2954301,2,maisonette,36,5,25
7728,Boma Yangu / AHP,Machakos,Athi River Mavoko — Block 23 Unit 693,-1.446192,36.982414,3962520,2,apartment,13,20,14
7729,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 25 Unit 434,-1.227735,36.910494,5180319,3,maisonette,33,13,9
7730,Boma Yangu / AHP,Machakos,Kangundo Road — Block 5 Unit 1903,-1.325995,37.003659,2080229,1,apartment,23,18,8
7731,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 3 Unit 2065,-1.147042,36.978746,4405263,3,apartment,18,7,8
7732,Boma Yangu / AHP,Machakos,Athi River Mavoko — Block 18 Unit 367,-1.458191,36.991673,3893799,2,maisonette,23,17,13
7733,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 11 Unit 958,-1.149025,36.994388,4168771,3,apartment,23,21,29
7734,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 18 Unit 303,-1.136053,36.945737,2728550,1,apartment,19,10,8
7735,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 27 Unit 1977,-1.269695,36.826203,4406683,3,apartment,42,17,16
7736,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 11 Unit 290,-1.160623,36.987097,3575445,2,apartment,26,7,11
7737,Boma Yangu / AHP,Nairobi,Starehe — Block 4 Unit 1647,-1.266043,36.848976,4457021,3,apartment,12,22,6
7738,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 8 Unit 754,-1.32759,36.89398,4666831,3,maisonette,43,7,16
7739,County affordable,Kisumu,Kisumu Manyatta — Block 5 Unit 1162,-0.12634,34.759772,2126935,1,apartment,15,3,4
7740,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 22 Unit 941,-1.486229,36.948417,4595121,3,maisonette,9,10,13
7741,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 12 Unit 726,-1.290826,36.848362,2403093,1,apartment,23,8,17
7742,Boma Yangu / AHP,Machakos,Syokimau Phase — Block 14 Unit 2173,-1.351792,36.947675,3735333,3,apartment,35,9,12
7743,Coast affordable,Mombasa,Mombasa Likoni — Block 15 Unit 1485,-4.079322,39.673997,3184969,2,apartment,16,2,3
7744,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 4 Unit 1082,-1.209763,36.902971,3886991,3,apartment,30,15,24
7745,Boma Yangu / AHP,Nairobi,Starehe — Block 23 Unit 431,-1.263826,36.845685,6148530,4,maisonette,13,9,25
7746,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 21 Unit 127,-1.28233,36.862242,3822534,2,apartment,33,7,11
7747,Coast affordable,Mombasa,Mombasa Likoni — Block 20 Unit 903,-4.092122,39.66766,2289471,1,apartment,21,11,14
7748,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 21 Unit 1061,-1.290385,36.847389,2494708,1,apartment,19,5,17
7749,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 3 Unit 2061,-1.151626,36.954877,4830261,3,apartment,11,4,2
7750,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 17 Unit 1819,-1.127559,36.967475,5903920,4,apartment,18,18,9
7751,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 9 Unit 606,-1.3131,36.901053,2444505,1,maisonette,45,19,18
7752,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 16 Unit 1690,-1.447909,36.979342,1867955,1,apartment,18,10,3
7753,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 17 Unit 2165,-1.234814,36.920631,3241249,3,maisonette,33,17,22
7754,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 2 Unit 893,-1.282995,36.828415,5321284,3,apartment,33,18,8
7755,Boma Yangu / AHP,Nairobi,Starehe — Block 2 Unit 1129,-1.271922,36.847162,2022577,1,maisonette,21,12,20
7756,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 6 Unit 366,-1.13487,36.933659,3121457,2,maisonette,23,6,16
7757,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 21 Unit 1507,-1.275339,36.859104,5328613,3,maisonette,18,6,15
7758,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 18 Unit 1998,-1.283602,36.826011,4258417,3,apartment,15,16,11
7759,Coast affordable,Mombasa,Mombasa Likoni — Block 14 Unit 2169,-4.090617,39.652791,3767279,3,apartment,10,9,11
7760,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 19 Unit 1223,-1.438957,36.954783,4674830,3,apartment,25,11,11
7761,Boma Yangu / AHP,Machakos,Syokimau Phase — Block 8 Unit 1099,-1.36909,36.928555,3050095,1,apartment,21,12,22
7762,County affordable,Nakuru,Nakuru Pipeline — Block 3 Unit 2114,-0.279739,36.068526,3820267,2,apartment,13,11,3
7763,Private affordable,Kajiado,Ongata Rongai — Block 4 Unit 2069,-1.398909,36.770416,2372565,1,maisonette,16,6,6
7764,Boma Yangu / AHP,Machakos,Kangundo Road — Block 2 Unit 1428,-1.330917,37.025342,3408538,3,apartment,15,16,17
7765,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 21 Unit 1967,-1.513732,36.955897,4275599,2,apartment,24,4,11
7766,County affordable,Nakuru,Nakuru Pipeline — Block 21 Unit 192,-0.309953,36.052085,4119720,2,apartment,14,5,6
7767,Coast affordable,Mombasa,Mombasa Bamburi — Block 17 Unit 131,-3.963944,39.742339,5086387,4,maisonette,16,10,2
7768,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 21 Unit 211,-1.490403,36.95537,3879433,2,apartment,6,9,6
7769,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 11 Unit 160,-1.17532,36.972153,2591071,2,maisonette,16,5,28
7770,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 20 Unit 420,-1.105132,36.94421,5253061,3,maisonette,32,17,28
7771,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 8 Unit 1671,-1.219009,36.893008,3771752,3,apartment,40,17,15
7772,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 4 Unit 610,-1.281182,36.829454,3541184,2,apartment,14,20,15
7773,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 24 Unit 995,-1.13743,36.973994,5437290,3,apartment,20,2,9
7774,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 1 Unit 2008,-1.108481,36.965693,4719468,3,apartment,41,19,15
7775,Boma Yangu / AHP,Nairobi,Mukuru kwa Reuben — Block 23 Unit 1671,-1.3036,36.895457,3212842,2,maisonette,44,21,11
7776,Coast affordable,Mombasa,Mombasa Likoni — Block 24 Unit 518,-4.080557,39.640556,3788896,3,maisonette,13,12,12
7777,Coast affordable,Mombasa,Mombasa Likoni — Block 7 Unit 1266,-4.090894,39.666551,4840482,4,apartment,25,6,13
7778,Boma Yangu / AHP,Machakos,Kangundo Road — Block 24 Unit 2073,-1.322185,37.031007,2290418,2,apartment,35,19,16
7779,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 18 Unit 636,-1.448075,36.952325,3725558,2,maisonette,8,9,7
7780,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 14 Unit 657,-1.155954,36.992308,4969409,3,apartment,16,11,21
7781,Private affordable,Kajiado,Ongata Rongai — Block 14 Unit 894,-1.378716,36.779576,5071676,3,apartment,13,7,12
7782,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 8 Unit 1111,-1.281988,36.845825,2011131,1,apartment,28,20,30
7783,Coast affordable,Mombasa,Mombasa Likoni — Block 1 Unit 893,-4.104357,39.672307,4734704,3,maisonette,8,6,5
7784,County affordable,Kisumu,Kisumu Manyatta — Block 2 Unit 1689,-0.112116,34.748094,5027214,3,maisonette,23,12,11
7785,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 15 Unit 207,-1.511337,36.965159,3814411,3,apartment,11,8,7
7786,Private affordable,Kajiado,Ongata Rongai — Block 24 Unit 2111,-1.395284,36.751221,2265680,1,apartment,12,11,3
7787,County affordable,Nakuru,Nakuru Pipeline — Block 11 Unit 1071,-0.297126,36.052221,7236078,4,maisonette,10,8,4
7788,Private affordable,Kajiado,Ongata Rongai — Block 6 Unit 1754,-1.415618,36.773656,5748329,3,apartment,17,9,11
7789,Coast affordable,Mombasa,Mombasa Likoni — Block 26 Unit 849,-4.101873,39.6462,2446854,2,apartment,16,6,11
7790,Boma Yangu / AHP,Machakos,Kangundo Road — Block 11 Unit 721,-1.299558,37.024716,4689928,4,apartment,42,21,11
7791,Boma Yangu / AHP,Machakos,Kangundo Road — Block 24 Unit 1672,-1.340254,37.041058,3566748,2,apartment,13,4,22
7792,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 1 Unit 740,-1.322407,36.906914,6432150,4,apartment,37,13,20
7793,County affordable,Nakuru,Nakuru Pipeline — Block 17 Unit 2189,-0.298813,36.051679,4099848,4,apartment,20,4,8
7794,Boma Yangu / AHP,Machakos,Athi River Mavoko — Block 6 Unit 560,-1.464908,36.97819,3299069,2,maisonette,21,9,7
7795,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 9 Unit 1805,-1.272898,36.831408,5383080,3,apartment,37,5,30
7796,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 25 Unit 1719,-1.449902,36.948363,5509355,3,apartment,14,6,7
7797,Coast affordable,Mombasa,Mombasa Bamburi — Block 15 Unit 1585,-3.970455,39.709606,4074967,4,apartment,28,11,11
7798,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 20 Unit 942,-1.292382,36.854966,3910300,4,apartment,37,10,20
7799,Private affordable,Kajiado,Ongata Rongai — Block 15 Unit 1691,-1.387765,36.773832,6392422,4,apartment,9,5,3
7800,Boma Yangu / AHP,Nairobi,Starehe — Block 6 Unit 2067,-1.278775,36.848175,2628257,1,maisonette,8,18,30
7801,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 21 Unit 2167,-1.432539,36.952954,3305821,2,apartment,15,11,14
7802,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 8 Unit 319,-1.284124,36.851887,3638385,3,apartment,34,20,14
7803,County affordable,Nakuru,Nakuru Pipeline — Block 6 Unit 884,-0.299322,36.06974,3482388,3,apartment,26,8,14
7804,Coast affordable,Mombasa,Mombasa Likoni — Block 22 Unit 1757,-4.07789,39.655326,3408916,2,apartment,24,8,11
7805,County affordable,Uasin Gishu,Eldoret Langas — Block 8 Unit 1963,0.492496,35.265097,6847493,4,apartment,7,10,5
7806,County affordable,Nakuru,Nakuru Pipeline — Block 2 Unit 685,-0.299467,36.065219,3214549,2,maisonette,16,11,9
7807,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 14 Unit 1978,-1.230043,36.915526,4196652,3,apartment,28,13,26
7808,Private affordable,Kajiado,Ongata Rongai — Block 8 Unit 508,-1.415036,36.761554,4961918,3,apartment,18,8,11
7809,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 6 Unit 727,-1.285134,36.861639,3039578,1,apartment,14,18,25
7810,Boma Yangu / AHP,Machakos,Syokimau Phase — Block 20 Unit 915,-1.374672,36.932392,5542154,3,apartment,24,12,17
7811,Private affordable,Kajiado,Ongata Rongai — Block 17 Unit 1380,-1.386353,36.760588,3332717,3,apartment,8,12,2
7812,County affordable,Kisumu,Kisumu Manyatta — Block 25 Unit 1447,-0.108679,34.753375,3805749,3,maisonette,26,12,6
7813,Boma Yangu / AHP,Nairobi,Mukuru kwa Reuben — Block 6 Unit 792,-1.308498,36.897047,5257561,3,maisonette,30,7,19
7814,Coast affordable,Mombasa,Mombasa Likoni — Block 6 Unit 1445,-4.108257,39.64136,5352895,4,maisonette,19,7,11
7815,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 18 Unit 1608,-1.516311,36.943211,3437682,3,apartment,19,6,7
7816,Coast affordable,Mombasa,Mombasa Bamburi — Block 14 Unit 1284,-3.975801,39.734196,4961138,3,apartment,5,10,4
7817,Private affordable,Kajiado,Ongata Rongai — Block 25 Unit 1516,-1.386097,36.7592,3807397,3,maisonette,13,2,12
7818,Private affordable,Kajiado,Ongata Rongai — Block 4 Unit 1477,-1.411946,36.750424,2959727,2,apartment,11,8,6
7819,County affordable,Kisumu,Kisumu Manyatta — Block 24 Unit 147,-0.106148,34.772997,2626954,2,maisonette,23,5,11
7820,Coast affordable,Mombasa,Mombasa Likoni — Block 6 Unit 1826,-4.099674,39.649065,4030105,3,apartment,19,5,2
7821,Boma Yangu / AHP,Nairobi,Starehe — Block 3 Unit 1897,-1.277495,36.848615,6779741,4,apartment,13,11,29
7822,Private affordable,Kajiado,Ongata Rongai — Block 22 Unit 757,-1.408703,36.756141,5380055,4,maisonette,18,12,6
7823,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 3 Unit 276,-1.270248,36.820473,3542004,2,apartment,42,19,28
7824,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 25 Unit 280,-1.481615,36.971416,3813975,3,apartment,5,6,12
7825,Coast affordable,Mombasa,Mombasa Likoni — Block 12 Unit 2166,-4.089317,39.65108,4682215,3,apartment,6,6,6
7826,Coast affordable,Mombasa,Mombasa Bamburi — Block 5 Unit 1403,-3.972513,39.731432,3475081,2,apartment,12,10,4
7827,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 18 Unit 442,-1.160317,37.001018,7229905,4,maisonette,14,19,17
7828,Boma Yangu / AHP,Machakos,Syokimau Phase — Block 9 Unit 324,-1.379239,36.927747,3305891,3,apartment,28,10,7
