country,indicator_code,indicator_name,year,value
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1991,344.722642127742
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1992,336.68139978696
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1993,228.998032843434
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1994,276.447871981244
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1995,340.064842175429
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1996,440.527078880876
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1997,466.723814611399
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1998,487.883239905452
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1999,433.721235701305
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2000,414.626365130846
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2001,410.700452474814
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2002,402.936385605382
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2003,442.898457253405
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2004,463.662781300121
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2005,523.456312433863
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2006,699.80237063381
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2007,840.201439476765
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2008,915.54435473604
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2009,1047.9678324485
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2010,1091.51873101194
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2011,1096.14499807675
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2012,1285.00536171512
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2013,1370.87885214659
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2014,1482.81566253497
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,1489.11959777284
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,1554.12610314423
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,1667.48447230835
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,1836.45275528993
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,1960.40808854893
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,1927.66459027849
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,2061.35622089594
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,2109.56288513137
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,1942.58802756191
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,2132.43452097647
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),2025,
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1960,
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1961,-11.1513604419023
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1962,5.34856718516423
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1963,4.63467589113695
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1964,0.922365577792576
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1965,-1.97317083215169
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1966,10.2453783737033
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1967,-0.658711109434691
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1968,3.79670171210267
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1969,3.80581664358147
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1970,-8.25406759214241
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1971,17.820065627684
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1972,13.0810040007777
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1973,2.30288023865035
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1974,0.600157426524987
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1975,-2.414863097742
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1976,-1.10989817440527
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1977,5.87941024320102
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1978,3.2950316756188
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1979,3.9502014523985
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1980,1.91506413946645
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1981,0.128998105818283
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1982,-2.06071312546143
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1983,-2.3251867559766
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1984,-1.91893717292913
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1985,0.569650556250821
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1986,3.40845945197678
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1987,2.26586113193359
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1988,2.52259696361155
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1989,1.0826542002969
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1990,0.668332502815062
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1991,-1.79555975482411
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1992,-3.79370437133613
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1993,-2.58233453633143
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1994,-0.304212273442516
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1995,1.4837374235438
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1996,1.31900626661266
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1997,-2.23366307984048
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1998,0.478811112143987
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1999,-0.603257549690113
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2000,-2.38610693277963
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2001,0.575576747494395
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2002,-2.56736280977373
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2003,-0.194798007216917
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2004,1.89113513278383
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2005,2.70244103195117
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2006,3.27715457506901
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2007,3.66978666216018
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2008,-2.7588645638462
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2009,0.232598394599862
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2010,4.96811299885232
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2011,2.26952218964762
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2012,1.87670753904403
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2013,1.26331129067221
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2014,2.59218353342239
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2015,2.65589352795405
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2016,1.93794795580835
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2017,1.60475183361922
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2018,3.52404781491717
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2019,3.07004769448449
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2020,-2.2103217118529
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2021,5.5651365159048
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2022,2.86281276489714
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2023,3.64425548577437
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2024,2.6946724258593
KE,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2025,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1960,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1961,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1962,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1963,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1964,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1965,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1966,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1967,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1968,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1969,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1970,17.4474391937256
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1971,17.8143405914307
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1972,18.5497894287109
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1973,18.8943099975586
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1974,19.8959102630615
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1975,21.0245990753174
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1976,23.0911197662354
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1977,23.4578800201416
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1978,24.9449996948242
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1979,25.6669006347656
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1980,28.3731899261475
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1981,27.6752395629883
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1982,27.6607704162598
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1983,28.9708003997803
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1984,30.5330390930176
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1985,38.1895294189453
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1986,38.024341583252
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1987,40.4707298278809
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1988,40.2696189880371
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1989,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1990,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1991,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1992,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1993,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1994,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1995,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1996,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1997,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1998,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",1999,40.3322486877441
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2000,40.9617881774902
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2001,41.6857109069824
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2002,41.8610191345215
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2003,43.5811309814453
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2004,47.1179389953613
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2005,47.2635917663574
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2006,48.8131103515625
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2007,50.8713607788086
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2008,57.0353507995605
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2009,57.7407112121582
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2010,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2011,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2012,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2013,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2014,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2015,72.5750860661828
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2016,74.4698594945796
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2017,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2018,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2019,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2020,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2021,80.3774269704216
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2022,83.7738192286218
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2023,84.3083880306996
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2024,
KE,SE.SEC.ENRR,"School enrollment, secondary (% gross)",2025,
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1960,197.2
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1961,189.1
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1962,182.0
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1963,175.8
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1964,170.7
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1965,166.6
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1966,163.2
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1967,160.0
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1968,156.8
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1969,153.6
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1970,150.2
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1971,146.8
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1972,143.2
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1973,139.3
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1974,135.2
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1975,131.0
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1976,126.6
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1977,122.2
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1978,117.8
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1979,113.5
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1980,109.7
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1981,106.0
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1982,102.7
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1983,99.8
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1984,97.5
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1985,95.9
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1986,95.1
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1987,95.2
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1988,96.4
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1989,98.6
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1990,101.4
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1991,104.4
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1992,107.1
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1993,109.0
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1994,109.7
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1995,109.3
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1996,108.0
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1997,105.9
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1998,103.0
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1999,99.5
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2000,95.2
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2001,90.5
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2002,85.6
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2003,80.8
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2004,76.1
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2005,71.2
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2006,66.8
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2007,62.9
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2008,58.0
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2009,55.2
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2010,53.1
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2011,51.7
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2012,50.7
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2013,49.4
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2014,48.3
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2015,46.8
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2016,45.5
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2017,44.7
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2018,43.7
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2019,42.7
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2020,42.1
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2021,41.3
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2022,40.5
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2023,39.6
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2024,38.8
KE,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",2025,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1960,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1961,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1962,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1963,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1964,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1965,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1966,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1967,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1968,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1969,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1970,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1971,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1972,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1973,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1974,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1975,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1976,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1977,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1978,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1979,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1980,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1981,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1982,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1983,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1984,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1985,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1986,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1987,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1988,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1989,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1990,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1991,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1992,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1993,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1994,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1995,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1996,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1997,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1998,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),1999,
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2000,45.3600224507061
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2001,46.2300505152725
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2002,47.0979850578154
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2003,47.96372108533
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2004,48.8271492189302
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2005,49.6872335728162
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2006,50.5448296064454
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2007,51.3998249048434
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2008,52.2521176288935
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2009,53.100725539255
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2010,53.9464421270489
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2011,54.7912792060119
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2012,55.6346101711392
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2013,56.4770636530803
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2014,57.3176013376785
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2015,58.1564256572864
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2016,58.9933330324144
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2017,59.82810250315
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2018,60.6609028100369
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2019,61.4907638599362
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2020,62.318211896262
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2021,63.1426684243247
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2022,63.96426197234
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2023,64.7820788557808
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2024,65.5965968528709
KE,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),2025,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1960,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1961,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1962,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1963,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1964,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1965,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1966,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1967,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1968,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1969,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1970,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1971,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1972,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1973,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1974,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1975,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1976,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1977,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1978,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1979,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1980,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1981,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1982,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1983,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1984,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1985,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1986,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1987,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1988,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1989,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1990,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1991,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1992,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1993,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1994,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1995,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1996,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1997,
